2021-05-15 18:22:30,494 - INFO - ****
18 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:31  , Vaccine:COVISHIELD          
19 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:48  , Vaccine:COVISHIELD          
20 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:45  , Vaccine:COVISHIELD          
21 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:46  , Vaccine:COVISHIELD          
22 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:43  , Vaccine:COVISHIELD          
23 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:45  , Vaccine:COVISHIELD          
24 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:48  , Vaccine:COVISHIELD          
25 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:49  , Vaccine:COVISHIELD          
26 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:49  , Vaccine:COVISHIELD          
27 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:20  , Vaccine:COVISHIELD          
28 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:47  , Vaccine:COVISHIELD          
29 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:47  , Vaccine:COVISHIELD          
30 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:42  , Vaccine:COVISHIELD          
31 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:40  , Vaccine:COVISHIELD          
32 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:44  , Vaccine:COVISHIELD          
33 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:47  , Vaccine:COVISHIELD          
34 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:46  , Vaccine:COVISHIELD          
35 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:24  , Vaccine:COVISHIELD          
36 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:45  , Vaccine:COVISHIELD          
37 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:48  , Vaccine:COVISHIELD          
38 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:1   , Vaccine:COVISHIELD          
39 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:26  , Vaccine:COVISHIELD          
40 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:36  , Vaccine:COVISHIELD          
41 . Hospital Name[600068]: Manali UCHC - HCW                       , Availability:50  , Vaccine:COVISHIELD          
42 . Hospital Name[600021]: BRN Garden UPHC 1                       , Availability:23  , Vaccine:COVISHIELD          
43 . Hospital Name[600081]: New Washermenpet UPHC 1                 , Availability:47  , Vaccine:COVISHIELD          
44 . Hospital Name[600039]: Vyasarpadi UPHC 1                       , Availability:43  , Vaccine:COVISHIELD          
45 . Hospital Name[600081]: Jeeva Nagar 1                           , Availability:45  , Vaccine:COVISHIELD          
46 . Hospital Name[600081]: VOC Nagar 1                             , Availability:43  , Vaccine:COVISHIELD          
47 . Hospital Name[600081]: VR Nagar Uphc 1                         , Availability:49  , Vaccine:COVISHIELD          
48 . Hospital Name[600039]: Elango Nagar UPHC 1                     , Availability:35  , Vaccine:COVISHIELD          
49 . Hospital Name[600118]: Vivekanantha Nagar Uphc 1               , Availability:39  , Vaccine:COVISHIELD          
50 . Hospital Name[600081]: R.K Nagar UPHC 1                        , Availability:48  , Vaccine:COVISHIELD          
51 . Hospital Name[600039]: Sathya Moorthy Nagar Uphc 1             , Availability:41  , Vaccine:COVISHIELD          
52 . Hospital Name[600118]: Kodungaiyur Uphc 1                      , Availability:36  , Vaccine:COVISHIELD          
53 . Hospital Name[600011]: Sharma Nagar 1                          , Availability:44  , Vaccine:COVISHIELD          

2021-05-15 18:22:41,222 - INFO - ****
2021-05-15 18:22:43,328 - INFO - ****
2021-05-15 18:22:43,328 - INFO - ('21/05/2021 [District:571]  Total Slots Available[Age:45]: ', '2764')
2021-05-15 18:22:43,328 - INFO - 
1  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:30  , Vaccine:COVISHIELD          
2  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:42  , Vaccine:COVISHIELD          
3  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:44  , Vaccine:COVISHIELD          
4  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:50  , Vaccine:COVISHIELD          
5  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:50  , Vaccine:COVISHIELD          
6  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:45  , Vaccine:COVISHIELD          
7  . Hospital Name[600021]: RK NAGAR UCHC - HCW                     , Availability:48  , Vaccine:COVISHIELD          
8  . Hospital Name[600068]: Manali UPHC 1                           , Availability:50  , Vaccine:COVISHIELD          
9  . Hospital Name[600068]: Manali UPHC 1                           , Availability:47  , Vaccine:COVISHIELD          
10 . Hospital Name[600068]: Manali UPHC 1                           , Availability:48  , Vaccine:COVISHIELD          
11 . Hospital Name[600068]: Manali UPHC 1                           , Availability:45  , Vaccine:COVISHIELD          
12 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:7   , Vaccine:COVISHIELD          
13 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:31  , Vaccine:COVISHIELD          
14 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:48  , Vaccine:COVISHIELD          
15 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:45  , Vaccine:COVISHIELD          
16 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:46  , Vaccine:COVISHIELD          
17 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:43  , Vaccine:COVISHIELD          
18 . Hospital Name[600060]: Madavaram UCHC - HCW                    , Availability:46  , Vaccine:COVISHIELD          
19 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:45  , Vaccine:COVISHIELD          
20 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:48  , Vaccine:COVISHIELD          
21 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:49  , Vaccine:COVISHIELD          
22 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:49  , Vaccine:COVISHIELD          
23 . Hospital Name[600102]: Manali New Town Uphc 1                  , Availability:49  , Vaccine:COVISHIELD          
24 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:20  , Vaccine:COVISHIELD          
25 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:47  , Vaccine:COVISHIELD          
26 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:47  , Vaccine:COVISHIELD          
27 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:42  , Vaccine:COVISHIELD          
28 . Hospital Name[600066]: Puzhal UPHC 1                           , Availability:43  , Vaccine:COVISHIELD          
29 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:40  , Vaccine:COVISHIELD          
30 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:44  , Vaccine:COVISHIELD          
31 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:47  , Vaccine:COVISHIELD          
32 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:46  , Vaccine:COVISHIELD          
33 . Hospital Name[600060]: Madhavaram UPHC 1                       , Availability:47  , Vaccine:COVISHIELD          
34 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:24  , Vaccine:COVISHIELD          
35 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:45  , Vaccine:COVISHIELD          
36 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:48  , Vaccine:COVISHIELD          
37 . Hospital Name[600060]: Kannabiran UPHC 1                       , Availability:46  , Vaccine:COVISHIELD          
38 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:1   , Vaccine:COVISHIELD          
39 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:26  , Vaccine:COVISHIELD          
40 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:36  , Vaccine:COVISHIELD          
41 . Hospital Name[600099]: Lakshmipuram UPHC 1                     , Availability:31  , Vaccine:COVISHIELD          
42 . Hospital Name[600068]: Manali UCHC - HCW                       , Availability:50  , Vaccine:COVISHIELD          
43 . Hospital Name[600021]: BRN Garden UPHC 1                       , Availability:23  , Vaccine:COVISHIELD          
44 . Hospital Name[600081]: New Washermenpet UPHC 1                 , Availability:47  , Vaccine:COVISHIELD          
45 . Hospital Name[600081]: New Washermenpet UPHC 1                 , Availability:45  , Vaccine:COVISHIELD          
46 . Hospital Name[600039]: Vyasarpadi UPHC 1                       , Availability:43  , Vaccine:COVISHIELD          
47 . Hospital Name[600081]: Jeeva Nagar 1                           , Availability:45  , Vaccine:COVISHIELD          
48 . Hospital Name[600081]: Jeeva Nagar 1                           , Availability:46  , Vaccine:COVISHIELD          
49 . Hospital Name[600081]: VOC Nagar 1                             , Availability:43  , Vaccine:COVISHIELD          
50 . Hospital Name[600081]: VOC Nagar 1                             , Availability:50  , Vaccine:COVISHIELD          
51 . Hospital Name[600081]: VR Nagar Uphc 1                         , Availability:49  , Vaccine:COVISHIELD          
52 . Hospital Name[600081]: VR Nagar Uphc 1                         , Availability:48  , Vaccine:COVISHIELD          
53 . Hospital Name[600011]: Perambur Uphc 1                         , Availability:28  , Vaccine:COVISHIELD          
54 . Hospital Name[600039]: Elango Nagar UPHC 1                     , Availability:35  , Vaccine:COVISHIELD          
55 . Hospital Name[600039]: Elango Nagar UPHC 1                     , Availability:42  , Vaccine:COVISHIELD          
56 . Hospital Name[600118]: Vivekanantha Nagar Uphc 1               , Availability:39  , Vaccine:COVISHIELD          
57 . Hospital Name[600118]: Vivekanantha Nagar Uphc 1               , Availability:45  , Vaccine:COVISHIELD          
58 . Hospital Name[600081]: R.K Nagar UPHC 1                        , Availability:48  , Vaccine:COVISHIELD          
59 . Hospital Name[600081]: R.K Nagar UPHC 1                        , Availability:48  , Vaccine:COVISHIELD          
60 . Hospital Name[600039]: Sathya Moorthy Nagar Uphc 1             , Availability:41  , Vaccine:COVISHIELD          
61 . Hospital Name[600039]: Sathya Moorthy Nagar Uphc 1             , Availability:50  , Vaccine:COVISHIELD          
62 . Hospital Name[600118]: Kodungaiyur Uphc 1                      , Availability:36  , Vaccine:COVISHIELD          
63 . Hospital Name[600118]: Kodungaiyur Uphc 1                      , Availability:35  , Vaccine:COVISHIELD          
64 . Hospital Name[600011]: Sharma Nagar 1                          , Availability:44  , Vaccine:COVISHIELD          
65 . Hospital Name[600011]: Sharma Nagar 1                          , Availability:49  , Vaccine:COVISHIELD          
66 . Hospital Name[600081]: Tondiarpet Uphc 1                       , Availability:50  , Vaccine:COVISHIELD          

2021-05-15 18:22:43,328 - INFO - ****
